filename,label,pred_label,is_correct,prob_F0,prob_F1,prob_F2,prob_F3,prob_F4
F0/IM-0001-0003_3.jpg,0,0,True,0.9144706,0.0149636995,0.045725208,0.022037953,0.0028025608
F0/IM-0001-0001_3.jpg,0,0,True,0.7602621,0.014937454,0.036075663,0.16061923,0.02810567
F0/IM-0001-0002_3.jpg,0,0,True,0.98497033,0.003143498,0.00042997242,0.000582571,0.010873593
F0/IM-0001-0025.jpg,0,0,True,0.9808944,0.0028538152,0.0008603594,0.01482255,0.0005688256
F0/IM-0001-0002.jpg,0,1,False,0.4653449,0.5324237,0.0010967831,1.7291513e-05,0.0011173821
F0/IM-0001-0015_1.jpg,0,0,True,0.94160634,0.017480522,0.0019190465,0.018582068,0.020412138
F0/IM-0001-0013_1.jpg,0,0,True,0.9952087,0.003869563,1.724012e-05,0.00032376795,0.0005807002
F0/IM-0001-0012_1.jpg,0,0,True,0.99849176,0.0013293474,3.3130348e-06,1.821238e-05,0.00015738948
F0/IM-0001-0001_5.jpg,0,0,True,0.9862142,0.0009178528,0.00026547405,0.007314353,0.00528807
F0/IM-0001-0024_1.jpg,0,0,True,0.9767264,0.0006018076,0.0007758798,0.016801164,0.0050945664
F0/IM-0001-0003.jpg,0,0,True,0.88592315,0.111871496,0.0010277779,0.00029615065,0.0008814444
F0/IM-0001-0022.jpg,0,0,True,0.9978154,0.0015662203,2.659297e-05,2.9891564e-06,0.00058884267
F0/IM-0001-0014.jpg,0,0,True,0.9819549,0.008737811,0.0011038609,0.005243614,0.0029597755
F0/IM-0001-0001_1.jpg,0,0,True,0.8318689,0.16145954,0.005781673,9.361103e-06,0.0008805919
F0/IM-0001-0023_1.jpg,0,0,True,0.9325026,0.0025770764,0.0021644777,0.015227159,0.047528747
F0/IM-0001-0032.jpg,0,0,True,0.9688993,0.019023957,0.00021142914,0.0025265608,0.00933863
F0/IM-0001-0021.jpg,0,0,True,0.93323046,0.0044364072,0.0037030294,0.022600919,0.036029145
F0/IM-0001-0036.jpg,0,0,True,0.79129666,0.0005565144,0.20471838,0.002248467,0.0011799508
F0/IM-0001-0012.jpg,0,0,True,0.9918234,0.005970495,5.789335e-06,0.00017137136,0.0020289721
F0/IM-0001-0011.jpg,0,0,True,0.98245025,0.0026488071,7.71312e-05,0.00078376854,0.014040026
F0/IM-0001-0015.jpg,0,0,True,0.63769585,0.023718696,0.11520979,0.01048595,0.21288978
F0/IM-0001-0023.jpg,0,0,True,0.7469202,0.0036700293,0.0037700688,0.24344304,0.0021967362
F0/IM-0001-0003_2.jpg,0,0,True,0.9696695,0.028633643,0.000250048,0.00023189618,0.0012148521
F0/IM-0001-0005.jpg,0,0,True,0.99330854,5.960473e-05,5.9361933e-05,0.00032112986,0.006251406
F0/IM-0001-0013.jpg,0,0,True,0.78762054,0.0071217394,0.07740501,0.021754429,0.10609823
F0/IM-0001-0001.jpg,0,0,True,0.8827583,0.007164355,0.1012098,0.0032899242,0.005577568
F0/IM-0001-0039.jpg,0,0,True,0.9893428,0.006393811,0.00026548293,0.0019420442,0.0020557784
F0/IM-0001-0017.jpg,0,0,True,0.95716864,0.004092594,0.026030539,0.0073782387,0.005330002
F0/IM-0001-0004_1.jpg,0,0,True,0.9600731,0.03490435,0.003112407,0.00069106405,0.0012189546
F0/IM-0001-0018.jpg,0,0,True,0.9939691,0.00039784607,0.0001936381,0.00062901946,0.0048103654
F0/IM-0001-0002_2.jpg,0,0,True,0.929992,0.06865443,1.7380062e-05,0.00010772776,0.0012283793
F0/IM-0001-0006_1.jpg,0,0,True,0.98790866,0.011637955,8.532718e-05,0.00023268108,0.00013535199
F0/IM-0001-0008.jpg,0,0,True,0.9957113,0.0022831531,5.0362112e-05,0.000118656964,0.0018364758
F0/IM-0001-0005_2.jpg,0,0,True,0.9841345,0.015104596,0.0001492482,0.00048015238,0.00013156646
F0/IM-0001-0010.jpg,0,0,True,0.9997414,7.326124e-05,3.6062336e-06,5.568581e-05,0.00012611185
F0/IM-0001-0001_4.jpg,0,0,True,0.9739208,0.024220793,0.0001077515,0.0016621525,8.851511e-05
F0/IM-0001-0024.jpg,0,0,True,0.9987747,0.0002646107,4.337459e-05,0.00072286854,0.00019459194
F0/IM-0001-0020.jpg,0,0,True,0.38580552,0.21699707,0.023232836,0.12338196,0.25058267
F0/IM-0001-0007.jpg,0,0,True,0.55773705,0.40567517,0.0007136698,0.0020851835,0.033788964
F0/IM-0001-0002_1.jpg,0,0,True,0.98521924,0.009913152,0.000317558,0.00045075206,0.0040992275
F0/IM-0001-0006.jpg,0,0,True,0.96502286,0.02965073,0.00012064936,0.0002069382,0.004998791
F0/IM-0001-0013 (4).jpg,0,0,True,0.996436,0.0032119227,6.9116045e-06,9.8657736e-05,0.00024648575
F0/IM-0001-0021_1.jpg,0,0,True,0.99461716,0.00018102124,9.5542164e-05,0.0012982938,0.0038078965
F0/IM-0001-0025_1.jpg,0,0,True,0.9994803,0.00042817372,5.9846116e-07,2.6887753e-06,8.814276e-05
F0/IM-0001-0003_1.jpg,0,0,True,0.9670893,0.026902316,0.00025582398,0.0009631696,0.004789293
F0/IM-0001-0026.jpg,0,0,True,0.9071579,0.0027942627,7.19135e-05,0.0011942659,0.08878155
F0/IM-0001-0005 (2).jpg,0,0,True,0.9819619,0.014016502,1.2638199e-05,1.5715059e-05,0.003993236
F0/IM-0001-0007_1.jpg,0,0,True,0.99572337,0.0030904429,0.0001517952,0.00025100683,0.0007832896
F0/IM-0001-0014-0002.jpg,0,0,True,0.9961308,0.0015150098,9.658339e-05,0.00046430598,0.0017933492
F0/IM-0001-0019.jpg,0,0,True,0.9645399,0.007393056,0.0076794648,0.007471701,0.012916081
F0/IM-0001-0009 (3).jpg,0,0,True,0.9039357,0.05231634,0.0021484916,0.0016057013,0.039993756
F0/IM-0001-0004.jpg,0,0,True,0.96413404,0.03483914,0.0004489927,6.102979e-05,0.000516779
F0/IM-0001-0012-0001.jpg,0,0,True,0.9488271,0.022922551,5.860672e-06,0.0018436263,0.026400765
F0/IM-0001-0010 (2).jpg,0,0,True,0.99870884,0.00027456778,8.3919355e-07,1.0685636e-05,0.0010050966
F0/IM-0001-0007 (3).jpg,0,0,True,0.9964044,0.0016113066,0.00010631875,0.0016847791,0.00019329456
F0/IM-0001-0001_2.jpg,0,0,True,0.9940069,0.004673557,9.4635914e-05,7.4256284e-05,0.0011505329
F0/IM-0001-0010 (3).jpg,0,0,True,0.97332984,0.021543078,0.0002503815,0.00044842862,0.0044282614
F0/IM-0001-0013-0002.jpg,0,0,True,0.9984768,0.0009949853,1.3789408e-07,3.680863e-07,0.00052772084
F0/IM-0001-0010-0002.jpg,0,0,True,0.9765572,0.008494134,4.736782e-05,3.375889e-05,0.014867603
F0/IM-0001-0003 (2).jpg,0,0,True,0.9619308,0.016789215,0.00042427843,0.000244905,0.020610796
F0/IM-0001-0012-0002.jpg,0,0,True,0.9587157,0.015703483,5.2643612e-05,0.0009335923,0.024594555
F0/IM-0001-0005_1.jpg,0,0,True,0.9942872,0.0030538337,9.20713e-05,2.2967195e-05,0.0025438739
F0/IM-0001-0014 (3).jpg,0,0,True,0.99177843,0.0006748654,3.9244333e-06,1.4521161e-05,0.0075282403
F0/IM-0001-0002 (5).jpg,0,0,True,0.9942228,0.0026537257,0.00047764785,1.8716332e-06,0.002643957
F0/IM-0001-0008 (3).jpg,0,0,True,0.9929154,0.0027430255,0.0004414996,0.0025747104,0.0013255053
F0/IM-0001-0017_1.jpg,0,0,True,0.98740226,0.0056056,0.001056966,0.0003664046,0.005568739
F0/IM-0001-0015_2.jpg,0,0,True,0.977128,0.00068457646,4.2944306e-05,1.3095451e-05,0.022131355
F0/IM-0001-0016-0001.jpg,0,0,True,0.9887496,0.002171918,6.5990253e-06,0.0050159283,0.0040560174
F0/IM-0001-0014_1.jpg,0,0,True,0.9803371,0.00013062381,3.2673659e-06,9.66436e-07,0.019528098
F0/IM-0001-0008 (8).jpg,0,0,True,0.99871945,0.0011029257,4.1346525e-06,4.3942415e-05,0.00012952287
F0/IM-0001-0010-0001.jpg,0,0,True,0.96425325,0.034752075,1.4177577e-06,0.0001727371,0.00082046725
F0/IM-0001-0006 (5).jpg,0,0,True,0.560724,0.12254535,0.00052136584,0.04289114,0.2733181
F0/IM-0001-0015-0003.jpg,0,0,True,0.95386857,0.045078535,0.00041212796,0.00026716513,0.0003736664
F0/IM-0001-0004 (2).jpg,0,0,True,0.9959603,0.0013910925,8.040835e-06,5.272509e-06,0.0026352343
F0/IM-0001-0013 (3).jpg,0,0,True,0.69477785,0.027908286,0.00038304523,0.001654088,0.27527675
F0/IM-0001-0018_1.jpg,0,0,True,0.9962924,0.0032280071,4.377432e-06,1.7920215e-08,0.00047513202
F0/IM-0001-0009-0002.jpg,0,0,True,0.96781653,0.030036038,1.7996164e-05,2.4872441e-05,0.002104529
F0/IM-0001-0016-0002.jpg,0,0,True,0.9861886,0.0041538603,0.0014052964,0.00018473655,0.008067506
F0/IM-0001-0009-0003.jpg,0,0,True,0.8566049,0.13972543,3.4104818e-05,0.00310145,0.0005341711
F0/IM-0001-0008 (5).jpg,0,0,True,0.98633087,0.0074320277,0.0019293185,0.002193519,0.0021142438
F0/IM-0001-0014-0001.jpg,0,0,True,0.99284244,0.0059900843,5.4378266e-05,0.0009083197,0.0002049183
F0/IM-0001-0004 (9).jpg,0,0,True,0.99590683,0.0035177064,8.135946e-05,9.054211e-06,0.00048512808
